"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1995,1996,1997,1998,1999,1999Q1,1999Q2,1999Q3,1999Q4,2000,2000Q1,2000Q2,2000Q3,2000Q4,2001,2001Q1,2001Q2,2001Q3,2001Q4,2002,2002Q1,2002Q2,2002Q3,2002Q4,2003,2003Q1,2003Q2,2003Q3,2003Q4,2004,2004Q1,2004Q2,2004Q3,2004Q4,2005,2005Q1,2005Q2,2005Q3,2005Q4,2006,2006Q1,2006Q2,2006Q3,2006Q4,2007,2007Q1,2007Q2,2007Q3,2007Q4,2008,2008Q1,2008Q2,2008Q3,2008Q4,2009,2009Q1,2009Q2,2009Q3,2009Q4,2010,2010Q1,2010Q2,2010Q3,2010Q4,2011,2011Q1,2011Q2,2011Q3,2011Q4,2012,2012Q1,2012Q2,2012Q3,2012Q4,2013,2013Q1,2013Q2,2013Q3,2013Q4,2014,2014Q1,2014Q2,2014Q3,2014Q4,2015,2015Q1,2015Q2,2015Q3,2015Q4,2016,2016Q1,2016Q2,2016Q3,2016Q4,2017,2017Q1,2017Q2,2017Q3,2017Q4,2018,2018Q1,2018Q2,2018Q3,2018Q4,2019,2019Q1,2019Q2,2019Q3,2019Q4,2020,2020Q1,2020Q2,2020Q3,2020Q4,2021,2021Q1,2021Q2,2021Q3,2021Q4,2022,2022Q1,2022Q2,2022Q3,2022Q4,2023Q1,
"Advanced Economies","110","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.71675938095484","1.7799141608963","1.87307764555517","1.6772105033136",,"1.65779630257645","1.5565488372205","1.29825200433147","1.49029044249545",,"1.44489059895887","1.38226536181598","1.45558565494401","1.37866370340131",,"1.38781691372886","1.70528591236504","1.8509253946573","1.64821388897718",,"1.81604269025133","1.91249126131254","1.81865751182383","2.10317010513781",,"2.01313521883551","1.9392060866945","1.98812289493871","2.14983938856847",,"2.04318469849487","1.91550984498104","2.0524009902529","1.98662642241268",,"1.71334763090227","1.92293530690912","1.95447120551888","2.07072895732442",,"2.09148616395893","2.23297984236004","2.47278734218669","2.35317269964206",,"2.7655789610027","2.85343124556531","2.75009962547847","2.70985455848087",,"2.38165772049672","2.41472980970333","2.75889522950526","2.87088021084337",,"3.14045499050954","3.43295496690275","4.17871247672571","4.2625283859724",,"4.25827558834508","4.72227403625754","4.44494676668058","4.71877574898014",,"4.82382006482138","4.77420581813697","5.29023405867763","2.99515174636167",,"3.24008350735691","2.34254958445958","2.43721190651359","2.50762805483081",,"2.64504846963389","2.63051826112869","2.71119215342407","2.71587258989715",,"2.64865515155474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value","18.0398672190656","10.7075002119404","10.1023776091097","9.94361720097593","10.3349134119559",,,,,"9.45097871472153",,,,,"10.4480698156697",,,,,"11.6765615841168",,,,,"12.2209301427012",,,,,"12.1402273102191",,,,,"12.6588806697586",,,,,"12.3471629335412",,,,,"11.6892891903411",,,,,"12.1154865545322",,,,,"12.9078931259257",,,,,"12.6462380310163",,,,,"11.5664604786895",,,,,"11.3385907068015",,,,,"11.2844665451055",,,,,"11.2501134338446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Advanced Economies","110","Shares of Unallocated Reserves, Percent","RAXGFXURRT_PT","Value",,,,,,"9.87704656019056","10.1472163384977","10.138426675523","10.3349134119559",,"10.4739251948029","10.1278909635901","9.89737509686268","9.45097871472153",,"9.72451456063434","9.87490790200743","9.87213394884759","10.4480698156697",,"10.8594906533866","11.58796459309","11.5446075700479","11.6765615841168",,"11.8498487592744","11.8072381033687","12.0166338206336","12.2209301427012",,"11.9246083107176","12.1874349094833","12.2065680625433","12.1402273102191",,"12.5044879468923","12.67484304958","12.7154302845944","12.6588806697586",,"12.7292908134479","12.7145124424447","12.4937891442914","12.3471629335412",,"12.2155560769757","11.9922724526412","11.5936856503286","11.6892891903411",,"11.8990941014166","12.2108995103268","11.973102790894","12.1154865545322",,"12.6050149150722","12.5856510072304","12.6078164853355","12.9078931259257",,"12.8762977772571","12.6058591763273","12.5960387498099","12.6462380310163",,"13.114208970353","12.9346429313783","12.0490454908542","11.5664604786895",,"11.8263090179885","11.3949738736276","11.2670993199719","11.3385907068015",,"11.3785058491042","11.426307586996","11.2852744718743","11.2844665451055",,"11.1833707652288","11.2099153166687","11.4206954024115","11.2501134338446",,"10.978552367917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48889228792.2638",,,,,"58449841500.0677",,,,,"53966277671.7523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Australian dollars, US Dollars","RAXGFXARAUD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48889228792.2638",,"52340449500.2178","50270497101.6908","49555531138.9704","58449841500.0677",,"59430486346.399","60144158334.2757","58748533443.3701","53966277671.7523",,"51166088661.0738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58462831784.1856",,,,,"60667715969.8316",,,,,"62839258367.1055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Canadian dollars, US Dollars","RAXGFXARCAD_USD","Value",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58462831784.1856",,"61955219749.7265","57466139416.2978","58597090444.4643","60667715969.8316",,"66353008510.7455","70900920463.3353","64773550181.8883","62839258367.1055",,"60893861105.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,"63575662079.1551",,,,,"73307262331.818",,,,,"87112175282.5441",,,,,"124574746569.165",,,,,"193501853356.213",,,,,"233354039040.652",,,,,"287551534422.889",,,,,"382732183240.013",,,,,"544776572643.535",,,,,"581758376050.755",,,,,"641968531149.918",,,,,"669766328011.061",,,,,"695310917199.388",,,,,"656972952748.062",,,,,"658042980596.668",,,,,"660308477003.046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in euro, US Dollars","RAXGFXAREURO_USD","Value",,,,,,"55830450083.04","55092440662.4","59642400031.22","63575662079.1551",,"69208682419.04","68653846858.389","66612154322.7244","73307262331.818",,"76266742332.32","77794718656.6218","85594288010.237","87112175282.5441",,"85691059007.1106","96346081544.8811","112590101443.81","124574746569.165",,"141452336975.198","154019612587.435","167940826662.373","193501853356.213",,"204497125007.094","206737966627.509","215252007023.049","233354039040.652",,"253566220647.81","274273063581.701","274488462289.601","287551534422.889",,"312994014229.975","330739237683.843","346258915582.397","382732183240.013",,"423040778278.118","463003080170.055","508279508048.902","544776572643.535",,"584857710574.455","618621988790.041","596149067482.906","581758376050.755",,"563491258123.456","607465977512.891","630006037775.48","641968531149.918",,"625797801205.695","602398481523.061","665593878169.029","669766328011.061",,"696337997297.244","738030070466.397","712684448051.772","695310917199.388",,"698965141854.078","673482973052.701","660674755305.206","656972952748.062",,"644085464610.06","645335073683.513","653405689787.796","658042980596.668",,"763431271230.773","759583847217.193","707738602587.732","660308477003.046",,"588705694924.579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value","15946459145","17358388000","16326258000","14054066412.4839","14485494853.076",,,,,"11237927736.63",,,,,"10801093842.5713",,,,,"19371859397.1327",,,,,"17612228321.3981",,,,,"22914379713.5072",,,,,"25934540132.2444",,,,,"30345821908.8048",,,,,"45050092797.9271",,,,,"51931333698.5195",,,,,"37600015473.7919",,,,,"67624405760.8952",,,,,"70972630219.542",,,,,"83073999078.3964",,,,,"82496692944.2696",,,,,"85385063012.5234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Allocated Reserves, Claims in Japanese yen, US Dollars","RAXGFXARJPY_USD","Value",,,,,,"14319979464.22","13092845820.34","13936310366.9","14485494853.076",,"14960158463.84","12666861424.0863","12475650237.94","11237927736.63",,"9639617482.31701","9690275387.19042","10768177949.7457","10801093842.5713",,"9848882429.41423","20176319684.9933","19184012805.7492","19371859397.1327",,"19579309218.8822","18513484024.0072","16270251482.2853","17612228321.3981",,"20843292353.2697","21160794570.6315","20324621170.6291","22914379713.5072",,"24607997206.3344","24336055887.6333","24360952401.4557","25934540132.2444",,"20746385270.5393","22502387774.8155","22911805961.5639","30345821908.8048",,"30015829724.6952","32282289417.395","33349956983.8236","45050092797.9271",,"53965353812.0248","63223472438.5681","62033463626.0473","51931333698.5195",,"29142903121.1591","32151721385.1506","36677443724.7336","37600015473.7919",,"40244716901.8089","50964691636.8484","57402731936.5837","67624405760.8952",,"72861128035.5638","83096159900.4257","80815154879.0511","70972630219.542",,"77786054255.3016","79015063247.2536","88125985756.5474","83073999078.3964",,"79261922840.9505","80941277938.901","80116795314.8295","82496692944.2696",,"90049353361.6565","87579828748.077","87749004914.9896","85385063012.5234",,"91425350361.9099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value","5.97543661990898","5.54106247480149","4.54395766366194","3.95356936002684","3.9480426738273",,,,,"2.75411882445308",,,,,"2.43307173663483",,,,,"3.80204331007532",,,,,"2.6809130928489",,,,,"2.79950800016541",,,,,"2.56939790495708",,,,,"2.29793071867894",,,,,"2.32259723349671",,,,,"2.61637532280663",,,,,"1.7709702656349",,,,,"2.80682780947956",,,,,"2.74775408336244",,,,,"2.99809963590108",,,,,"2.94665649813856",,,,,"2.5522996012342",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Japanese yen, Percent","RAXGFXARJPYRT_PT","Value",,,,,,"4.23424487326962","3.71479038962879","3.91837051732447","3.9480426738273",,"3.93691134593195","3.36900232827727","3.20026435440578","2.75411882445308",,"2.31326365651736","2.24070990596052","2.38223704399131","2.43307173663483",,"2.20834083205679","4.23985432890565","3.94294695182695","3.80204331007532",,"3.62588217464139","3.20543067716518","2.7162539640945","2.6809130928489",,"3.01780711103848","3.00886389152175","2.77875406718322","2.79950800016541",,"2.85851764655062","2.69587056710024","2.58430286669742","2.56939790495708",,"1.91181691031473","1.97011037236485","1.88946545825801","2.29793071867894",,"2.0302272399773","1.96473044175424","1.89415311360182","2.32259723349671",,"2.56524678456105","2.88945859092361","2.85780606954812","2.61637532280663",,"1.5303551448972","1.62356167107611","1.7911145386481","1.7709702656349",,"1.86392772431344","2.33342161870203","2.43820401668563","2.80682780947956",,"2.86361885026592","3.15124313865875","3.09297316906945","2.74775408336244",,"2.95257379259995","2.96839015541435","3.22098988655547","2.99809963590108",,"2.84382762574749","2.91385855136005","2.85321970851339","2.94665649813856",,"2.58976312000588","2.4873001195411","2.52470813617349","2.5522996012342",,"2.84135911358553",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value","2.19594169586354","2.2005017981653","2.27455191922188","2.25667731095082","2.53727436321642",,,,,"2.62641991322426",,,,,"2.76478540874151",,,,,"3.19060492710447",,,,,"4.12477200154262",,,,,"5.40623512120466",,,,,"5.61422295009661",,,,,"6.46422727774778",,,,,"6.32991942701438",,,,,"5.96576509228948",,,,,"5.9861714652335",,,,,"5.60295143207983",,,,,"5.4130993158369",,,,,"5.28195586948885",,,,,"5.19975638765429",,,,,"4.50878264979196",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of pounds sterling, Percent","RAXGFXARGBPRT_PT","Value",,,,,,"2.30532243261299","2.25659319084052","2.21101858522968","2.53727436321642",,"2.91793213425985","2.86327435388151","2.59380992921752","2.62641991322426",,"2.62798266106359","2.56166923408407","2.53485188438962","2.76478540874151",,"2.75127290733382","3.16031175224608","3.20410542611512","3.19060492710447",,"3.19874598032056","3.25825466295002","3.26754090328157","4.12477200154262",,"4.47557136594755","4.34025961949048","4.86606148608296","5.40623512120466",,"5.85847986783788","5.68970612920541","5.78981467014723","5.61422295009661",,"6.17647701955356","6.49000145480689","6.42068804998038","6.46422727774778",,"6.47814858033198","6.41199216530464","6.3134686110618","6.32991942701438",,"6.26731977644152","6.29432558840404","6.19003071319049","5.96576509228948",,"5.47865366590925","6.00281263470118","6.18310244423608","5.9861714652335",,"6.15506120650075","6.23308929989992","5.92766396808306","5.60295143207983",,"5.78802986611062","5.72736794113253","5.51291383162304","5.4130993158369",,"5.47866648577265","5.45120311605529","5.45176460850829","5.28195586948885",,"5.01884000986255","4.94523974587733","5.04133020653689","5.19975638765429",,"4.68300340409071","4.59685754269914","4.54251055459541","4.50878264979196",,"4.62386505295918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value","0.762833132677307","0.719448966748523","0.605422330599791","0.569399933142995","0.499772036097573",,,,,"0.220914620152776",,,,,"0.103321608361046",,,,,"0.136927235147413",,,,,"0.130600706511051",,,,,"0.143138966218582",,,,,"0.0708646555058494",,,,,"0.0861962763591175",,,,,"0.0863184529945664",,,,,"0.0929336108251209",,,,,"0.0371533903186662",,,,,"0.059192175635222",,,,,"0.066640735589879",,,,,"0.158024568825392",,,,,"0.124812036336093",,,,,"0.0737840085535067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of Swiss francs, Percent","RAXGFXARCHFRT_PT","Value",,,,,,"0.546432301466155","0.512668932582769","0.514820751848202","0.499772036097573",,"0.256245106318277","0.236607818130762","0.214615746248285","0.220914620152776",,"0.191922649895799","0.149112438759138","0.0665294964160708","0.103321608361046",,"0.1123757095427","0.117557213651501","0.112837973478859","0.136927235147413",,"0.141320079953079","0.121274026900065","0.120841066116805","0.130600706511051",,"0.158583855008431","0.161445229682542","0.157784722490168","0.143138966218582",,"0.122692478250706","0.0838548280541217","0.0783833122594811","0.0708646555058494",,"0.0615038169533265","0.0365981981531391","0.0640040769504164","0.0861962763591175",,"0.0848878458262835","0.0615540808635179","0.0634440291223353","0.0863184529945664",,"0.106880911830869","0.11882089367137","0.122181352211902","0.0929336108251209",,"0.0822785993032475","0.0778495023415156","0.0379229895416963","0.0371533903186662",,"0.050465784499578","0.0475290669358807","0.0769780598241364","0.059192175635222",,"0.0632479201716594","0.0561987794108395","0.0907224381940019","0.066640735589879",,"0.0929561302730491","0.0818137196560995","0.184732690826878","0.158024568825392",,"0.11788352211092","0.115051765591356","0.121480635541009","0.124812036336093",,"0.0988243527012129","0.0975627261991979","0.0968350113877945","0.0737840085535067",,"0.0627342031815226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value","73.5479847067107","74.6516206107938","75.4470609504469","75.5105278142207","74.3117118853586",,,,,"74.973527636513",,,,,"73.9497238465691",,,,,"67.017530494531",,,,,"61.8328790911339",,,,,"61.9011454696872",,,,,"61.9604998506521",,,,,"60.7613522974512",,,,,"61.923837402671",,,,,"60.3923542265262",,,,,"59.1000225805612",,,,,"59.4801761650516",,,,,"58.8142839300294",,,,,"60.5230672386276",,,,,"60.8456436052669",,,,,"66.7906602686939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of U.S. dollars, Percent","RAXGFXARUSDRT_PT","Value",,,,,,"75.0307939895284","76.6229369068848","75.3459988780598","74.3117118853586",,"73.5267680836224","73.9113111229907","75.4176070976747","74.973527636513",,"75.1975764897432","75.6127071077635","74.7992175582508","73.9497238465691",,"74.5049612579574","70.7877170910597","68.1761020755935","67.017530494531",,"65.4079453447256","65.1129933980365","64.0615835002993","61.8328790911339",,"60.9377018317704","61.3257244095483","61.0210404246282","61.9011454696872",,"60.4457409482589","59.863590202305","61.1992718425899","61.9604998506521",,"61.6443232339584","61.1610057022067","61.7064567419117","60.7613522974512",,"60.9763556159368","61.6883446242525","61.1271038199518","61.923837402671",,"61.6827112915175","60.8964500346243","61.9205640684217","60.3923542265262",,"61.4935138367184","59.6667175329064","58.3474753248342","59.1000225805612",,"59.3437371169265","60.0726593542012","59.5103798754878","59.4801761650516",,"59.0455548782221","58.3773303370752","59.0078582174133","58.8142839300294",,"58.8429395461329","60.0534233721673","60.4494981042852","60.5230672386276",,"61.4261549172746","61.4970934442444","61.4160274084403","60.8456436052669",,"64.3869876893195","64.7557239508162","66.0753257692211","66.7906602686939",,"67.7615009482105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value","2.28819085576923","2.30202952288644","2.23029620770849","2.27865414652115","1.37555994796727",,,,,"1.45934811963598",,,,,"1.12606896516962",,,,,"1.40306853690007",,,,,"1.77620604646509",,,,,"1.24051648829862",,,,,"1.29658544953225",,,,,"1.40798266759837",,,,,"1.25089121006905",,,,,"1.6227475906842",,,,,"2.8688016530225",,,,,"4.25143985121044",,,,,"6.03878262412363",,,,,"3.45474009380751",,,,,"3.12413813771103",,,,,"2.84526082466836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Emerging and Developing Economies","200","Shares of Allocated Reserves, Shares of other currencies, Percent","RAXGFXAROCRT_PT","Value",,,,,,"1.37481701421918","1.26181229649825","1.24057361148841","1.37555994796727",,"1.14920476300012","1.35995592907739","1.48629668653042","1.45934811963598",,"1.36717112899672","1.44710751885472","1.28119503467288","1.12606896516962",,"1.20918762872093","1.44838205109074","1.42303066742821","1.40306853690007",,"1.43062110134153","1.63504115264305","1.79672553656409","1.77620604646509",,"1.80211139771334","1.76753267889359","1.74740291399762","1.24051648829862",,"1.25977392834114","1.28388403356321","1.22944294058168","1.29658544953225",,"1.36291474235933","1.38567712350442","1.36448861658045","1.40798266759837",,"1.81651531560591","1.69457654419781","1.73345097924179","1.25089121006905",,"1.57658996056609","1.52849241390108","1.44555677996296","1.6227475906842",,"1.82508748701838","1.95392105877721","2.87452811348161","2.8688016530225",,"3.60308157508343","3.73244821686313","3.7754076748159","4.25143985121044",,"4.87177819427967","4.69965675718027","5.01953591535451","6.03878262412363",,"6.10180806691161","6.1441682214064","6.54546405411441","3.45474009380751",,"3.38344155182274","3.41843035977138","3.44637315334753","3.12413813771103",,"2.66816053848899","2.76835874565818","2.84364711341042","2.84526082466836",,"2.93182347563116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value","21874306308","32882911900","32856070000","34142263729.1578","39827370892.0595",,,,,"41797997038.5574",,,,,"42400839802.5289",,,,,"52466422748.4945",,,,,"63607430000.3311",,,,,"92734476974.0963",,,,,"106557987983.785",,,,,"150157423939.237",,,,,"198892617103.077",,,,,"177545155691.575",,,,,"194904733402.381",,,,,"203179765929.346",,,,,"216567298843.132",,,,,"245960080869.014",,,,,"248102815079.386",,,,,"251691897342.028",,,,,"349657424173.857",,,,,"365857927579.01",,,,,"454789654262.417",,,,,"474875750606.739",,,,,"513518283344.273",,,,,"561388028186.878",,,,,"579381726486.77",,,,,"541309637384.653",,,,,,
"World","001","Allocated Reserves, Claims in pounds sterling, US Dollars","RAXGFXARGBP_USD","Value",,,,,,"34014701888.7905","35573742348.0157","37029313618.06","39827370892.0595",,"40922903474.5498","39789397331.7486","39999038369.2328","41797997038.5574",,"41849483152.3342","40013089366.8233","41589532516.111","42400839802.5289",,"42133315815.3419","47975667818.6702","50482364651.0811","52466422748.4945",,"48710928783.9933","51670943627.3945","51747452119.7582","63607430000.3311",,"68817280109.4991","69042044948.8096","79266065390.744","92734476974.0963",,"100704240891.824","99986163199.4495","103773127782.487","106557987983.785",,"120057170549.091","131381166296.835","137030041708.17","150157423939.237",,"161640247284.821","176421908388.959","188604154114.439","198892617103.077",,"210759271602.946","215968632607.109","206287748873.62","177545155691.575",,"161420087075.056","183879827772.186","192268255025.468","194904733402.381",,"200502184103.309","199645918780.169","207301262019.939","203179765929.346",,"217685164968.283","223497538486.343","218500165587.608","216567298843.132",,"229464613802.458","224456284265.894","247858336937.85","245960080869.014",,"235500667653.394","231770126080.803","242905259087.927","248102815079.386",,"262615496368.746","265831443163.595","259172419859.76","251691897342.028",,"258228327066.351","335467731744.125","333434097937.468","349657424173.857",,"361235546036.036","367399778754.396","368076190346.04","365857927579.01",,"377892660304.369","409483772670.706","433950065362.539","454789654262.417",,"480402764812.264","470517562918.625","481437972535.273","474875750606.739",,"495953862746.621","497655103514.532","492462628063.31","513518283344.273",,"486044647273.558","504356135374.799","523642389143.357","561388028186.878",,"554281188850.325","560903231329.208","558599674188.588","579381726486.77",,"569448827411.59","538725344831.129","489936400878.197","541309637384.653","541122316414.19",
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value","3463651709","3704910000","4434727200","4236631079.96558","3171864564.29576",,,,,"4086584363.88954",,,,,"3849549072.96322",,,,,"7314160366.49727",,,,,"5015670541.64875",,,,,"4418590733.14798",,,,,"4143063163.97889",,,,,"5717076481.65995",,,,,"6395144268.131",,,,,"5799366268.54934",,,,,"5300188602.92664",,,,,"6628492658.51628",,,,,"4357200426.52101",,,,,"12942498644.5572",,,,,"16706466450.7737",,,,,"16315640559.3425",,,,,"19822937856.1057",,,,,"13694387420.0367",,,,,"17603769430.6349",,,,,"14782385085.545",,,,,"16564395486.5967",,,,,"20738349094.6061",,,,,"20788753830.2214",,,,,"25317844154.8862",,,,,,
"World","001","Allocated Reserves, Claims in Swiss francs, US Dollars","RAXGFXARCHF_USD","Value",,,,,,"3571276289.78701","3092356768.34092","3193278202.2","3171864564.29576",,"3589773562.64325","2924848474.69738","3279126420.92902","4086584363.88954",,"4131281451.35356","3967162203.76294","4149776663.19348","3849549072.96322",,"4902867640.81407","5212490758.79903","5575524383.57425","7314160366.49727",,"4437214790.83462","4080302795.44819","4668952268.16439","5015670541.64875",,"5463801663.26923","5711054658.47603","4178090836.40035","4418590733.14798",,"4578496659.75079","3632657428.71323","3987708630.86818","4143063163.97889",,"4710150827.5144","4488598799.09131","4964351657.51037","5717076481.65995",,"6040102646.7146","5714392614.90234","6252831414.22541","6395144268.131",,"6601333832.51468","7067772678.70988","6461756596.84265","5799366268.54934",,"5647592439.39996","5272977762.80469","5309434670.61026","5300188602.92664",,"5542314449.97912","5282717516.7015","5211878547.32096","6628492658.51628",,"6310237031.36443","6449324345.75041","17024983254.5475","4357200426.52101",,"13952917385.6827","13689768608.4613","17803179886.7863","12942498644.5572",,"15830332461.388","15647254907.14","16286647542.7386","16706466450.7737",,"16529965261.907","17012851126.2633","15900320149.7952","16315640559.3425",,"17774965324.7263","21386311270.1533","18317040244.6921","19822937856.1057",,"14817730513.9483","14334464127.1339","14790288466.131","13694387420.0367",,"14452119777.0676","15600082991.6744","16045208343.7611","17603769430.6349",,"17455856384.3149","16720204145.5968","16683452269.7856","14782385085.545",,"14755300967.1283","15018566064.1394","15686457095.8851","16564395486.5967",,"15589623938.8803","17219670394.29","19300667030.1136","20738349094.6061",,"19443618325.2288","23130550308.5884","23768048291.3184","20788753830.2214",,"29479205006.2171","27631192094.527","24779408169.3548","25317844154.8862","27674096919.3075",
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value","610336682886","760041443000","828887083000","888723959111.752","979782716126.656",,,,,"1079916061466.77",,,,,"1122676342979.25",,,,,"1194245926719.02",,,,,"1454943930735.55",,,,,"1739173123163.3",,,,,"1891335999377.05",,,,,"2160671219429.55",,,,,"2633468669835.55",,,,,"2684233346761.35",,,,,"2848309101132.2",,,,,"3208610710438",,,,,"3538078253032.82",,,,,"3741924823639.11",,,,,"3813459556079.39",,,,,"4430862285256.26",,,,,"4873915478697.45",,,,,"5501929906245.41",,,,,"6280659972927.43",,,,,"6624672110847",,,,,"6725710820771.75",,,,,"6992187292261.44",,,,,"7085003640577.1",,,,,"6466860633071.83",,,,,,
"World","001","Allocated Reserves, Claims in U.S. dollars, US Dollars","RAXGFXARUSD_USD","Value",,,,,,"882325110960.097","918685131799.318","936038997040.41","979782716126.656",,"1000859104633.18","1038479136195.93","1059574233348.64","1079916061466.77",,"1090119106175.08","1098434043957.29","1129526018538.24","1122676342979.25",,"1129385916249.97","1157784011506.06","1175403270200.97","1194245926719.02",,"1224957680151.79","1299888776635.77","1373239253153.07","1454943930735.55",,"1629446177091.97","1636271951077.09","1656891903790.75","1739173123163.3",,"1753906445588.52","1794800812598.47","1824345054375.94","1891335999377.05",,"1942946400068.35","1997695889091.72","2078396139254.15","2160671219429.55",,"2288986226152.64","2412550289251.43","2491283453958.11","2633468669835.55",,"2760021610734.49","2773718244345.26","2797871881665.18","2684233346761.35",,"2660201495298.01","2696677515812.55","2743888003131.83","2848309101132.2",,"2898630706361.2","3010175931683.6","3164342000125.05","3208610710438",,"3279607596963.13","3349122227413.48","3468529433191.3","3538078253032.82",,"3529112202730.09","3606543732344.1","3693517162497.13","3741924823639.11",,"3772298790561.8","3767040338342.48","3815599157763.09","3813459556079.39",,"4383942177598.37","4439377477627.58","4468174702904.35","4430862285256.26",,"4451169108698.42","4784405646715.27","4745789790703","4873915478697.45",,"5082418628367.58","5253271058215.71","5403875870002.47","5501929906245.41",,"5713409545967.96","5909266282950.17","6125751713059.22","6280659972927.43",,"6530052745296.71","6558997611221.69","6632121650041.88","6624672110847",,"6729866237381.79","6754399346314.95","6729797582761.32","6725710820771.75",,"6770163777631.1","6902010294212.24","6927157350916.75","6992187292261.44",,"6971788457151.54","7070143122690.55","7092376938488.7","7085003640577.1",,"6868735515555.5","6645024763045.44","6427053399966.96","6466860633071.83","6580558937311.9",
